 -0.199800000000000E+02  0.329701478244392E-33  0.752192256447201E-33 -0.651016116632269E-33  0.259108672780749E-33  0.135720186287173E-32 -0.385631387149870E-32 -0.184082914558715E-32 -0.216697984961976E-33 -0.977262515009680E-33 -0.125718997677083E-32 -0.859576453953718E-33  0.124740142275096E-32 -0.185896379496798E-32 -0.195325966544052E-32  0.130651239167170E-33 -0.204298843629681E-32  0.256736777055241E-33  0.814934058496136E-33  0.982325949908109E-33  0.488135153877245E-33 -0.465447540873602E-32 -0.563296117575493E-32 -0.175023325211946E-31  0.179191090546195E-31 -0.595842066351254E-31 -0.743524432342031E-31 -0.171379844937452E-30  0.307412425677884E-30 -0.638219228453380E-30 -0.132583556861692E-29
 -0.199600000000000E+02 -0.482489888908538E-32 -0.131091186543505E-31 -0.132409411898693E-31 -0.121645332782114E-31 -0.389036948108676E-32  0.146277476035972E-31 -0.588507663267379E-32  0.106704603993217E-31 -0.112672948554323E-31  0.164285189920087E-31  0.836951860151926E-32 -0.133114652790768E-31  0.181010184619740E-31  0.202772979016798E-31 -0.522861220563774E-32  0.139430115968248E-31  0.566417575688449E-32  0.235812662454853E-32  0.558256826529106E-32  0.456687305833535E-32  0.150394353064281E-31  0.626800051354720E-32 -0.275709185535503E-31  0.390854293191391E-31 -0.130161582683009E-30 -0.132775865838491E-30 -0.306192584724323E-30  0.603392389647719E-30 -0.125484078630031E-29 -0.257665201924355E-29
 -0.199400000000000E+02 -0.768116463980689E-32 -0.216832522288816E-31 -0.298957911820376E-31 -0.226078946804449E-31 -0.894892526927410E-35  0.709866114523130E-32 -0.220793298630845E-31  0.198911396114909E-31 -0.278383243103498E-31  0.253912449030018E-31  0.116930812164180E-31 -0.192765661389023E-31  0.253008375573780E-31  0.290738095789218E-31 -0.968784575510208E-32  0.160987637812297E-31  0.132607743767310E-31  0.988056385622216E-32  0.205141271765848E-31  0.790609477970363E-32  0.256176344416413E-31  0.275250879864746E-32 -0.463251605999691E-31  0.689300146789294E-31 -0.204420142497115E-30 -0.207921877684671E-30 -0.486735465241665E-30  0.963846666508475E-30 -0.197232229729418E-29 -0.403934360905573E-29
 -0.199200000000000E+02 -0.208715647416963E-32 -0.665838499247349E-32 -0.164283272556007E-31 -0.919715648896353E-32  0.582323478205190E-32 -0.133204301411498E-31 -0.179724665774000E-31  0.814035581624108E-32 -0.168908670239058E-31  0.618101733743215E-32  0.164142420582641E-32 -0.343448109459663E-32  0.355760898591822E-32  0.487329209466725E-32 -0.387044867075400E-32 -0.141689755693665E-32  0.725076381237881E-32  0.810600682179605E-32  0.142353735769518E-31  0.503838053198234E-32 -0.452468774030093E-32 -0.191460758717239E-31 -0.780195288273246E-31  0.896845961300531E-31 -0.282645650807833E-30 -0.333149296901317E-30 -0.772539857071551E-30  0.142434575153588E-29 -0.293838942189105E-29 -0.607803634104004E-29
 -0.199000000000000E+02  0.754952941729692E-33  0.279245071831029E-32  0.101030860222092E-31  0.485680607569640E-32 -0.502499233964756E-32  0.124580486546347E-31  0.124993036682315E-31 -0.431493050083385E-32  0.107822618145703E-31 -0.187569258325958E-32  0.176980941181305E-33  0.337583916362493E-33  0.363212407662753E-33 -0.258223717072529E-33  0.212129548585368E-32  0.331290127778603E-32 -0.520304573790555E-32 -0.640103910159309E-32 -0.144065029993377E-31  0.164828217677775E-32 -0.205801078287850E-31 -0.111293858028735E-31 -0.738645604269483E-31  0.700726803745965E-31 -0.273648387807284E-30 -0.337391235340545E-30 -0.763631630528931E-30  0.136765094473037E-29 -0.288659699318266E-29 -0.599742170316172E-29
 -0.198800000000000E+02 -0.611810333783833E-32 -0.159103504374377E-31 -0.907160998767449E-32 -0.125866449302616E-31 -0.103472588457593E-31  0.327205215233660E-31  0.366477655290180E-32  0.109882122787138E-31 -0.561946877629887E-32  0.214996707630746E-31  0.120418539452400E-31 -0.185569837550236E-31  0.260192216864874E-31  0.285088342605589E-31 -0.534071697180468E-32  0.229236359014063E-31  0.275734656529454E-32 -0.308326177989533E-32 -0.774047478841241E-32  0.987563318031044E-32 -0.880236424061088E-32 -0.121801243792368E-31 -0.160197405411169E-30  0.174073633532452E-30 -0.630018091463477E-30 -0.734832492917945E-30 -0.167724744471361E-29  0.309106936232429E-29 -0.648115804206326E-29 -0.134206989632559E-28
 -0.198600000000000E+02 -0.773471036986771E-32 -0.224798002269753E-31 -0.370968352234291E-31 -0.253369697432870E-31  0.489615272493503E-32 -0.569162889544806E-32 -0.323143720130913E-31  0.223330186718191E-31 -0.358851791697332E-31  0.249634044577261E-31  0.104818888025584E-31 -0.178929435154151E-31  0.226794715868455E-31  0.267233244622064E-31 -0.107583438123714E-31  0.112952976629073E-31  0.161302035839376E-31  0.142198983848583E-31  0.260270238177204E-31  0.123175920863188E-31  0.518335097783189E-32 -0.249407319315034E-31 -0.154527649099544E-30  0.183190706547671E-30 -0.588791509795380E-30 -0.675879904758166E-30 -0.156341368576226E-29  0.291498193455345E-29 -0.602772542607541E-29 -0.124499063089725E-28
 -0.198400000000000E+02 -0.668467750607437E-33 -0.426481713449529E-32 -0.283640833328451E-31 -0.114413350413903E-31  0.180708049486929E-31 -0.466865100465222E-31 -0.390623987051663E-31  0.102166023585510E-31 -0.313540961102947E-31 -0.188082840411078E-34 -0.374679727573970E-32  0.391680815928138E-32 -0.808785390378260E-32 -0.685842410698511E-32 -0.468909991409940E-32 -0.165584552601304E-31  0.125142988544313E-31  0.177223514595999E-31  0.289766025490806E-31  0.932950063405053E-32 -0.314117570546437E-31 -0.594812575054662E-31 -0.196745899010418E-30  0.215596415522113E-30 -0.682827485193599E-30 -0.828014254308968E-30 -0.191375019062377E-29  0.347862197410491E-29 -0.716916256724876E-29 -0.148312397629812E-28
 -0.198200000000000E+02  0.370559022238138E-32  0.898385525103319E-32 -0.157667896149476E-32  0.502310089968567E-32  0.112272474610984E-31 -0.328018200689632E-31 -0.124139235867748E-31 -0.432622210740333E-32 -0.453729937062846E-32 -0.136331991729586E-31 -0.859878987064593E-32  0.127727290578160E-31 -0.186062090096763E-31 -0.198668041049164E-31  0.237271851468743E-32 -0.190072815630943E-31  0.531048597154620E-35  0.505302045409383E-32  0.272713199288084E-32  0.581584357124219E-32 -0.575042135723252E-31 -0.627135689929700E-31 -0.214316815351970E-30  0.216667912367094E-30 -0.739264058741241E-30 -0.920265651539407E-30 -0.211108859565695E-29  0.378312218349077E-29 -0.786801606935054E-29 -0.163272726593860E-28
 -0.198000000000000E+02  0.298531695103523E-32  0.763236873771566E-32  0.300611390498317E-32  0.561929351161241E-32  0.604536121929111E-32 -0.185741373937807E-31 -0.383602769780197E-32 -0.489384925175508E-32  0.114706958642878E-32 -0.106132891993241E-31 -0.613527065465241E-32  0.936017385987124E-32 -0.132945661931559E-31 -0.144596901297547E-31  0.265923027398237E-32 -0.124411056437100E-31 -0.270137318632034E-32  0.451935009135670E-33 -0.770577610284742E-32  0.864097829696464E-32 -0.715774371924600E-31 -0.715011773926301E-31 -0.290175841392966E-30  0.292815579615815E-30 -0.103065418369943E-29 -0.127171127512611E-29 -0.291534295063058E-29  0.524563284798070E-29 -0.109650489090436E-28 -0.227882643326136E-28
