3.654716387232956887e+00 7.995750069994695952e-01
4.569767219659318869e+00 1.375683109202808563e+00
5.482710518992460536e+00 1.827916420002741127e+00
6.515633243187187063e+00 2.262860391223070700e+00
7.572879082249557747e+00 2.704245195358747633e+00
8.816999035535209472e+00 3.168692661663147891e+00
1.067635509390772697e+01 3.697018793840606943e+00
