-5.000000000000000000e+00 -8.221699666498960649e-13 5.635147603787238057e-12 3.118049767891872912e-11 1.476681886453002493e-10 6.179175226564049113e-10
-4.994994994994994997e+00 -1.646273905128894050e-12 1.128298628395747871e-11 6.242809517088025379e-11 2.956393676812731670e-10 1.237041025965157458e-09
-4.989989989989989994e+00 -2.474242092777443570e-12 1.695617919920388076e-11 9.380972407731833541e-11 4.442156687681444726e-10 1.858572649782852827e-09
-4.984984984984984990e+00 -3.308005617018616721e-12 2.266738987715213083e-11 1.253922906156669205e-10 5.936989794094796202e-10 2.483713018533712462e-09
-4.979979979979979987e+00 -4.149500843294894276e-12 2.842931024905473925e-11 1.572428170567871209e-10 7.443915509982005441e-10 3.113663539643681850e-09
-4.974974974974974984e+00 -5.000673856867522580e-12 3.425468849576008550e-11 1.894285820777442058e-10 8.965966015915263497e-10 3.749628679583222483e-09
-4.969969969969969981e+00 -5.863484888781012333e-12 4.015635676689988041e-11 2.220172603289248238e-10 1.050618914642633225e-09 4.392818221944721955e-09
-4.964964964964964977e+00 -6.739912736126207362e-12 4.614725883412685272e-11 2.550770615086315389e-10 1.206765434890668223e-09 5.044449511877964251e-09
-4.959959959959959974e+00 -7.631959186590672498e-12 5.224047773826417945e-11 2.886768692330991353e-10 1.365345862587197833e-09 5.705749691113707429e-09
-4.954954954954954971e+00 -8.541653457164264632e-12 5.844926348939663718e-11 3.228863799853260874e-10 1.526673247216187201e-09 6.377957927720915011e-09
-4.949949949949949968e+00 -9.471056656769943320e-12 6.478706087823413453e-11 3.577762424221819403e-10 1.691064581846012441e-09 7.062327644667045024e-09
-4.944944944944944965e+00 -1.042226628251450617e-11 7.126753745650947361e-11 3.934181973159195950e-10 1.858841399235836277e-09 7.760128751182921398e-09
-4.939939939939939961e+00 -1.139742075920054229e-11 7.790461174372867706e-11 4.298852184034649114e-10 2.030330370804725711e-09 8.472649880873613963e-09
-4.934934934934934958e+00 -1.239870403170883823e-11 8.471248171727192409e-11 4.672516544146755677e-10 2.205863909560194186e-09 9.201200640464301014e-09
-4.929929929929929955e+00 -1.342835021984941205e-11 9.170565364264215333e-11 5.055933725491168352e-10 2.385780778073271532e-09 9.947113873024963171e-09
-4.924924924924924952e+00 -1.448864834528884121e-11 9.889897130057512291e-11 5.449879036698035891e-10 2.570426702579724006e-09 1.071174793947972684e-08
-4.919919919919919948e+00 -1.558194714019127678e-11 1.063076456677554920e-10 5.855145894817739856e-10 2.760154994281576522e-09 1.149648902217552890e-08
-4.914914914914914945e+00 -1.671065994726004599e-11 1.139472851080276372e-10 6.272547319632964938e-10 2.955327178919580751e-09 1.230275345426030544e-08
-4.909909909909909942e+00 -1.787726972093616874e-11 1.218339261312440292e-10 6.702917453179365737e-10 3.156313635685738097e-09 1.313199007860292193e-08
-4.904904904904904939e+00 -1.908433413959854600e-11 1.299840647772582141e-10 7.147113107166388320e-10 3.363494246545245062e-09 1.398568263997534444e-08
-4.899899899899899935e+00 -2.033449083871882216e-11 1.384146886830398238e-10 7.606015341003799273e-10 3.577259057039417253e-09 1.486535221421211522e-08
-4.894894894894894932e+00 -2.163046277505076850e-11 1.471433098914680421e-10 8.080531073158309811e-10 3.798008949645062460e-09 1.577255967806239786e-08
-4.889889889889889929e+00 -2.297506373208022073e-11 1.561879984610432025e-10 8.571594728588209643e-10 4.026156330771500263e-09 1.670890822345646464e-08
-4.884884884884884926e+00 -2.437120397712689791e-11 1.655674169365436714e-10 9.080169925031989413e-10 4.262125832483901245e-09 1.767604591992024159e-08
-4.879879879879879923e+00 -2.582189608067324188e-11 1.753008557415498293e-10 9.607251200959722098e-10 4.506355030050729462e-09 1.867566832888925287e-08
-4.874874874874874919e+00 -2.733026090869874080e-11 1.854082695547517912e-10 1.015386578803323403e-09 4.759295176424010457e-09 1.970952117369632691e-08
-4.869869869869869916e+00 -2.889953379902034100e-11 1.959103147330593356e-10 1.072107543096288545e-09 5.021411954773587075e-09 2.077940306903604698e-08
-4.864864864864864913e+00 -3.053307093288085161e-11 2.068283878457375607e-10 1.130997825769508600e-09 5.293186250210797511e-09 2.188716831374253560e-08
-4.859859859859859910e+00 -3.223435591328786696e-11 2.181846653850988596e-10 1.192171070291552669e-09 5.575114941852728107e-09 2.303472975075638042e-08
-4.854854854854854906e+00 -3.400700656188591952e-11 2.300021447206971134e-10 1.255744948790831490e-09 5.867711716395769351e-09 2.422406169820052536e-08
-4.849849849849849903e+00 -3.585478194644411891e-11 2.423046863654869200e-10 1.321841365987102582e-09 6.171507904386112867e-09 2.545720295553427696e-08
-4.844844844844844900e+00 -3.778158965136147726e-11 2.551170576240358019e-10 1.390586669384993806e-09 6.487053340395669686e-09 2.673625988880897137e-08
-4.839839839839839897e+00 -3.979149330393167831e-11 2.684649776946100237e-10 1.462111866052850543e-09 6.814917248334056000e-09 2.806340959910800426e-08
-4.834834834834834894e+00 -4.188872036946917868e-11 2.823751642987897203e-10 1.536552846317543816e-09 7.155689153151244494e-09 2.944090317831827031e-08
-4.829829829829829890e+00 -4.407767022877996949e-11 2.968753819142227630e-10 1.614050614713664787e-09 7.509979820210982938e-09 3.087106905644931081e-08
-4.824824824824824887e+00 -4.636292255186202635e-11 3.119944916881811448e-10 1.694751528533777238e-09 7.878422223642145450e-09 3.235631644479031838e-08
-4.819819819819819884e+00 -4.874924598214436683e-11 3.277625031117580637e-10 1.778807544335117296e-09 8.261672545004019822e-09 3.389913887927437858e-08
-4.814814814814814881e+00 -5.124160714601931061e-11 3.442106275368264912e-10 1.866376472767306799e-09 8.660411203631736324e-09 3.550211786850295286e-08
-4.809809809809809877e+00 -5.384518000289044349e-11 3.613713336202823483e-10 1.957622242095304077e-09 9.075343920060181010e-09 3.716792665097236369e-08
-4.804804804804804874e+00 -5.656535555144984795e-11 3.792784047826137665e-10 2.052715170801953373e-09 9.507202813958266351e-09 3.889933406613753396e-08
-4.799799799799799871e+00 -5.940775190841250707e-11 3.979669987704758909e-10 2.151832249665115822e-09 9.956747538040734390e-09 4.069920854404673364e-08
-4.794794794794794868e+00 -6.237822477647397999e-11 4.174737094157120723e-10 2.255157433715487921e-09 1.042476644946168728e-08 4.257052221838410340e-08
-4.789789789789789864e+00 -6.548287831882076332e-11 4.378366306861474976e-10 2.362881944492827331e-09 1.091207782023258667e-08 4.451635516786535052e-08
-4.784784784784784861e+00 -6.872807645811010290e-11 4.590954231264964893e-10 2.475204583030439893e-09 1.141953108824792916e-08 4.653989979104424421e-08
-4.779779779779779858e+00 -7.212045461845082210e-11 4.812913827908664879e-10 2.592332054010433529e-09 1.194800815054379082e-08 4.864446531970669114e-08
